entry_ts,exit_ts,session,side,entry_price,exit_price,stop_price,tp1_price,runner_target_price,contracts,risk_dollars,pnl,gross_pnl,tp1_hit,reason,sweep_pool,htf_timeframe
2025-07-22 14:15:00-04:00,2025-07-22 14:53:00-04:00,2025-07-22,-1,23214.75,23251.0,23250.75,23160.75,23150.5,4,288.0,-294.0,-290.0,False,stop,london_high,4H
2025-08-15 14:15:00-04:00,2025-08-15 16:00:00-04:00,2025-08-15,-1,23811.0,23797.0,23848.0,23755.5,23748.75,4,296.0,108.0,112.0,False,session_flatten,equal_high,4H
2025-08-20 12:55:00-04:00,2025-08-20 13:45:00-04:00,2025-08-20,-1,23232.25,23304.25,23304.0,23124.625,23113.5,2,287.0,-290.0,-288.0,False,stop,equal_high,4H
2025-08-27 12:25:00-04:00,2025-08-27 14:12:00-04:00,2025-08-27,-1,23560.0,23632.25,23632.0,23452.0,23444.0,2,288.0,-291.0,-289.0,False,stop,equal_high,4H
2025-10-03 10:50:00-04:00,2025-10-03 13:47:00-04:00,2025-10-03,-1,25099.25,24982.5,25171.25,24991.25,24982.5,2,288.0,447.5,449.5,True,runner_target,equal_high,4H
2025-10-14 14:50:00-04:00,2025-10-14 15:33:00-04:00,2025-10-14,1,24912.0,24881.5,24881.75,24957.375,24970.0,5,302.5,-310.0,-305.0,False,stop,equal_low,4H
2025-10-21 11:25:00-04:00,2025-10-21 11:46:00-04:00,2025-10-21,-1,25263.25,25303.5,25303.25,25203.25,25199.5,4,320.0,-326.0,-322.0,False,stop,equal_high,4H
2025-10-21 15:50:00-04:00,2025-10-21 15:59:00-04:00,2025-10-21,1,25326.0,25289.5,25289.75,25380.375,25388.0,4,290.0,-296.0,-292.0,False,stop,equal_low,4H
2025-10-31 11:30:00-04:00,2025-10-31 12:00:00-04:00,2025-10-31,-1,26135.25,26048.25,26181.75,26065.5,26048.25,3,279.0,467.25,470.25,True,runner_target,prior_rth_high,4H
2025-11-10 12:40:00-05:00,2025-11-10 16:00:00-05:00,2025-11-10,1,25596.0,25714.0,25452.0,25812.0,25830.5,1,288.0,235.0,236.0,False,session_flatten,equal_low,4H
2025-12-01 11:35:00-05:00,2025-12-01 16:00:00-05:00,2025-12-01,1,25400.75,25407.5,25266.0,25602.875,25604.0,1,269.5,12.5,13.5,False,session_flatten,equal_low,4H
2025-12-02 14:05:00-05:00,2025-12-02 16:00:00-05:00,2025-12-02,1,25604.0,25601.75,25529.5,25715.75,25728.5,2,298.0,-11.0,-9.0,False,session_flatten,equal_low,4H
2025-12-05 12:50:00-05:00,2025-12-05 16:00:00-05:00,2025-12-05,1,25714.5,25735.75,25650.75,25810.125,,2,255.0,83.0,85.0,False,session_flatten,equal_low,4H
2025-12-16 10:55:00-05:00,2025-12-16 13:03:00-05:00,2025-12-16,1,25082.0,24936.0,24936.25,25300.625,25310.5,1,291.5,-293.0,-292.0,False,stop,prior_rth_low,4H
2025-12-19 11:10:00-05:00,2025-12-19 16:00:00-05:00,2025-12-19,1,25539.0,25575.75,25465.0,25650.0,25664.25,2,296.0,145.0,147.0,False,session_flatten,equal_low,4H
2026-02-24 14:50:00-05:00,2026-02-24 16:00:00-05:00,2026-02-24,1,25029.5,25031.25,24988.0,25091.75,25114.75,3,249.0,7.5,10.5,False,session_flatten,equal_low,4H
2026-02-27 11:10:00-05:00,2026-02-27 12:06:00-05:00,2026-02-27,-1,24961.5,25018.0,25017.75,24877.125,24861.0,2,225.0,-228.0,-226.0,False,stop,equal_high,4H
2026-03-31 12:05:00-04:00,2026-03-31 12:43:00-04:00,2026-03-31,1,23495.5,23848.0,23377.25,23672.875,23848.0,1,236.5,528.875,529.875,True,runner_target,equal_low,4H
2026-04-08 13:15:00-04:00,2026-04-08 14:05:00-04:00,2026-04-08,-1,25121.5,25121.75,25157.75,25067.125,25058.0,4,290.0,212.5,216.5,True,runner_stop,rolling20_high,4H
2026-04-16 14:25:00-04:00,2026-04-16 16:00:00-04:00,2026-04-16,-1,26375.75,26471.0,26510.0,26174.375,26146.75,1,268.5,-191.5,-190.5,False,session_flatten,prior_rth_high,4H
2026-04-20 16:00:00-04:00,2026-04-20 16:00:00-04:00,2026-04-20,1,26741.5,26741.0,26709.75,26789.125,26800.5,5,317.5,-10.0,-5.0,False,session_flatten,equal_low,4H
2026-04-23 15:35:00-04:00,2026-04-23 16:00:00-04:00,2026-04-23,-1,26875.75,26915.25,26982.75,26715.25,26701.25,1,214.0,-80.0,-79.0,False,session_flatten,equal_high,4H
2026-06-01 12:15:00-04:00,2026-06-01 12:52:00-04:00,2026-06-01,-1,30468.75,30554.5,30554.25,30340.5,30337.75,1,171.0,-172.5,-171.5,False,stop,equal_high,4H
2026-06-24 12:05:00-04:00,2026-06-24 13:17:00-04:00,2026-06-24,-1,29755.5,29508.25,29907.75,29527.125,29508.25,1,304.5,474.625,475.625,True,runner_target,equal_high,4H
