strategy,instrument,filter,session,entry_ts,side,signal_price,entry_price,target_price,stop_price,target_ticks,stop_ticks,exit_ts,exit_price,reason,gross_pnl,pnl,theoretical_gross_win
trend_pullback,ES,volatility+time_of_day,2026-02-18,2026-02-18 14:45:00+00:00,1,6886.0,6886.25,6892.25,6881.0,25,20,2026-02-18 14:46:00+00:00,6880.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-18,2026-02-18 14:50:00+00:00,-1,6870.5,6870.25,6864.25,6875.5,25,20,2026-02-18 14:52:00+00:00,6875.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-18,2026-02-18 14:56:00+00:00,1,6892.0,6892.25,6898.25,6887.0,25,20,2026-02-18 15:00:00+00:00,6898.25,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-19,2026-02-19 14:48:00+00:00,1,6877.0,6877.25,6883.25,6872.0,25,20,2026-02-19 14:49:00+00:00,6871.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-19,2026-02-19 14:50:00+00:00,1,6876.0,6876.25,6882.25,6871.0,25,20,2026-02-19 14:52:00+00:00,6882.25,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-19,2026-02-19 14:53:00+00:00,1,6884.75,6885.0,6891.0,6879.75,25,20,2026-02-19 14:54:00+00:00,6879.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-20,2026-02-20 14:46:00+00:00,1,6880.5,6880.75,6886.75,6875.5,25,20,2026-02-20 14:47:00+00:00,6875.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-20,2026-02-20 15:00:00+00:00,1,6885.5,6885.75,6891.75,6880.5,25,20,2026-02-20 15:01:00+00:00,6891.75,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-20,2026-02-20 15:04:00+00:00,1,6900.25,6900.5,6906.5,6895.25,25,20,2026-02-20 15:05:00+00:00,6895.0,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-23,2026-02-23 14:45:00+00:00,-1,6902.5,6902.25,6896.25,6907.5,25,20,2026-02-23 14:46:00+00:00,6907.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-23,2026-02-23 14:47:00+00:00,-1,6904.25,6904.0,6898.0,6909.25,25,20,2026-02-23 14:49:00+00:00,6898.0,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-23,2026-02-23 14:51:00+00:00,-1,6906.0,6905.75,6899.75,6911.0,25,20,2026-02-23 14:54:00+00:00,6899.75,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-24,2026-02-24 14:45:00+00:00,1,6873.0,6873.25,6879.25,6868.0,25,20,2026-02-24 14:48:00+00:00,6879.25,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-24,2026-02-24 14:49:00+00:00,1,6877.75,6878.0,6884.0,6872.75,25,20,2026-02-24 14:51:00+00:00,6872.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-24,2026-02-24 15:11:00+00:00,1,6868.75,6869.0,6875.0,6863.75,25,20,2026-02-24 15:12:00+00:00,6863.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-25,2026-02-25 14:46:00+00:00,1,6945.5,6945.75,6951.75,6940.5,25,20,2026-02-25 14:56:00+00:00,6940.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-26,2026-02-26 14:45:00+00:00,-1,6937.5,6937.25,6931.25,6942.5,25,20,2026-02-26 14:50:00+00:00,6942.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-26,2026-02-26 14:51:00+00:00,-1,6937.75,6937.5,6931.5,6942.75,25,20,2026-02-26 15:00:00+00:00,6931.5,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-26,2026-02-26 15:01:00+00:00,-1,6925.25,6925.0,6919.0,6930.25,25,20,2026-02-26 15:03:00+00:00,6930.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-27,2026-02-27 15:02:00+00:00,1,6865.25,6865.5,6871.5,6860.25,25,20,2026-02-27 15:04:00+00:00,6860.0,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-27,2026-02-27 15:05:00+00:00,1,6868.5,6868.75,6874.75,6863.5,25,20,2026-02-27 15:08:00+00:00,6874.75,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-27,2026-02-27 15:10:00+00:00,1,6875.5,6875.75,6881.75,6870.5,25,20,2026-02-27 15:14:00+00:00,6870.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-02,2026-03-02 14:45:00+00:00,1,6849.5,6849.75,6855.75,6844.5,25,20,2026-03-02 14:48:00+00:00,6855.75,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-02,2026-03-02 14:49:00+00:00,1,6856.5,6856.75,6862.75,6851.5,25,20,2026-03-02 14:51:00+00:00,6851.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-02,2026-03-02 15:03:00+00:00,1,6867.25,6867.5,6873.5,6862.25,25,20,2026-03-02 15:08:00+00:00,6873.5,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-03,2026-03-03 14:47:00+00:00,-1,6759.5,6759.25,6753.25,6764.5,25,20,2026-03-03 14:48:00+00:00,6753.25,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-03,2026-03-03 14:49:00+00:00,-1,6747.25,6747.0,6741.0,6752.25,25,20,2026-03-03 14:50:00+00:00,6752.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-03,2026-03-03 14:52:00+00:00,-1,6753.0,6752.75,6746.75,6758.0,25,20,2026-03-03 14:53:00+00:00,6758.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-04,2026-03-04 14:45:00+00:00,-1,6821.25,6821.0,6815.0,6826.25,25,20,2026-03-04 14:46:00+00:00,6826.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-04,2026-03-04 14:47:00+00:00,-1,6827.5,6827.25,6821.25,6832.5,25,20,2026-03-04 14:48:00+00:00,6832.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-04,2026-03-04 14:54:00+00:00,1,6837.25,6837.5,6843.5,6832.25,25,20,2026-03-04 14:55:00+00:00,6832.0,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-05,2026-03-05 14:45:00+00:00,-1,6844.75,6844.5,6838.5,6849.75,25,20,2026-03-05 14:47:00+00:00,6850.0,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-05,2026-03-05 14:54:00+00:00,1,6860.25,6860.5,6866.5,6855.25,25,20,2026-03-05 14:57:00+00:00,6866.5,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-05,2026-03-05 14:59:00+00:00,1,6872.75,6873.0,6879.0,6867.75,25,20,2026-03-05 15:03:00+00:00,6867.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-06,2026-03-06 14:46:00+00:00,-1,6722.25,6722.0,6716.0,6727.25,25,20,2026-03-06 14:48:00+00:00,6727.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-06,2026-03-06 14:55:00+00:00,-1,6723.25,6723.0,6717.0,6728.25,25,20,2026-03-06 14:59:00+00:00,6728.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-06,2026-03-06 15:01:00+00:00,1,6742.0,6742.25,6748.25,6737.0,25,20,2026-03-06 15:02:00+00:00,6748.25,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-09,2026-03-09 13:45:00+00:00,-1,6652.5,6652.25,6646.25,6657.5,25,20,2026-03-09 13:46:00+00:00,6657.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-09,2026-03-09 13:49:00+00:00,-1,6654.25,6654.0,6648.0,6659.25,25,20,2026-03-09 13:52:00+00:00,6659.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-03-09,2026-03-09 13:53:00+00:00,-1,6645.25,6645.0,6639.0,6650.25,25,20,2026-03-09 13:54:00+00:00,6650.5,stop,-275.0,-278.5,312.5
